,project_id,project_description,public_interest
76,319,"Dříve tam býval zámeček s parkem, rybníček, pak více domů, ale stále dobrá síť cest v lesoparku a ulic, do toho přišla nová trasa železnice s tunelem, pak rušná silnice, mimoúrovňová křižovatka, rozmach nekoncepční zástavby a dnes je z lesoparku džungle a pěšky se nedá rozumně dojít nikam. Celá lokalita Sadová (ulice Na Kopcích, Högrova a dále výše, kde se dnes opět mohutně staví) je odkázána jen na auta a jednu linku autobusu. Obnovme lesopark a s ním i pěší cesty propojující lokalitu rodinných domů, domova důchodců, ústavu Kociánka, Mojmírovo náměstí a královopolské nádraží. Z participativního rozpočtu navrhuji zpracování studie a investičního záměru, jelikož náklady na obnovu lesoparku a cestní sítě by patrně limit pro projekty z participativního rozpočtu překračovaly.","Obnova lesoparku při jižním konci ulice Myslínovy, která je oblíbenou trasou vycházek směrem do Zamilovaného hájku. Obnova a výstavba pěších cest pro místní obyvatele v rozvojové residenční lokalitě. Zajištění pěší (příp. cyklo) dostupnosti uzlových bodů královopolského nádraží a Mojmírova náměstí pro místní obyvatele, klienty a návštěvníky domova důchodců a ústavu Kociánka."
77,320,"Podle územního plánu se ulice Kociánka nemá klikakit do kopce mezi bytovými domy a vytvářet nebezpečná místa rizik kolizí s chodci, ale má obcházet bytové domy zprava, mezi ulicemi Vlasty Fialové a Jarmily Kurandové. Pojďme tuto myšlenku územního plánu přivést k realizaci. V 1. etapě alespoň studií investičního záměru a zpracování dokumentace pro územní rozhodnutí pro stavbu.","Projekt připraví přeložku ulice Kociánka, která je v daném místě velmi nebezpečná z hlediska pohybu chodců v prostoru bez chodníku v okolí zastávky Sadová až po ulici Kepákova, z hlediska sklonových poměrů, z hlediska nedodržování předepsané rychlosti vozidel řítících se do města od Soběšic v dojmu, že ještě nejsou přeci ve městě a častého řezání zatáček přes plnou čáru v nebezpečném esíčku s velmi omezeným rozhledem. Přeložka umožní definitivní a komplexní řešení trasování také chodníků, které v lokalitě citelně chybí."
78,322,"Navrhuji zpřístupnit zarostlý a neudržovaný pozemek přímo v centru městské části Líšeň - nám. Karla IV. Pozemek leží přímo u zastávky autobusů, v bezprostřední blízkosti RC Pastelka. Tento prostor by měl zpříjemnit například dopolední program líšeňských školek, nebo právě RC Pastelka. Odpolední program může být organizován v rámci kroužků školek nebo také škol. 
Zahrada může sloužit v odpoledních hodinách pro setkávání rodin s dětmi. Umožnit dětem poznat zahradničení - o  některé záhonky by se samy staraly. Prostor by však bylo možné využít také jako relaxační zónu, pro rodiče, ale také prarodiče a další členy rodiny. Je navrženo několik vyvýšených záhonů, ale je možné vybudovat i klasické terénní záhony. 
Zahrada by také plnila funkci sadu. Měla by být realizována výsadba ovocných stromů starých, tradičních, českých odrůd. Důležitou součástí je výsadba keřů a trvalek. Pro poznání také navrhuji bylinkovou spirálu, díky které se děti dozví, jaké byliny mohou používat například pro léčbu kašle apod. V rámci komunit by bylo možné využít moštovač a zpracovat si třeba i ovoce z vlastní zahrádky. Údržbu a zabezpečování, respektive zamykání brány/branky by zajišťoval správce zahrady (nové pracovní místo).  Do budoucna (například v rámci dalšího projektu dáme na vás 🙂 ) by mohla být vybudována sušírna ovoce, tradiční dřevěná, jaké mají například na Slovácku. 
Někdy i málo (záhon, hlína, strom....) stačí ke štěstí 🙂
DĚKUJI ZA VAŠI PODPORU, v případě dotazů či připomínek mne neváhejte kontaktovat","Zvelebení zanedbané zahrady v centru městské části. Smysluplné využití zahrady. Setkávání komunit,  možnost využití pro vlastní kreativitu. Osvěžení pro čekající na zastávce. Cílová skupina jsou děti a jejich rodiče či prarodiče - společně strávený rodinný čas."
79,325,"Stará dálnice je barierou, která naše město rozděluje. Pro pěší i cyklisty je bezpečně jen stěží překonatelnou barierou,      pro rodinku s dětmi, jde o zcela nepřekonatelnou překážku.  Smyslem projektu je zpracovat studii, která navrhne propojení obory Holedná,  Kohoutovic a tím centra Brna s  Žebětínem, sídlištěm Kamechy i celou horní částí Bystrce.","Obyvatelé Brna získají atraktivní a hlavně bezpečné propojení pro pěší i cyklisty na Žebětín, Podkomorské lesy, na Autodrom Brno a samozřejmě Brněnskou přehradu, s možností dále pokračovat po turistických značkách až do údolí Bílého potoka.  A opačně, umožní obyvatelům Žebětína, Kamech a horní části Bystrce dojít bezpečně pěšky či na kole do obory Holedná a dále pokračovat po již hotových cestách směrem na Kohoutovice i na centrum Brna."
80,326,"Cílem mého snažení je vyřešení katastrofální dopravní situace kolem ZŠ a MŠ Úvoz a ve vnitrobloku Úvoz 59 a,b,c. Být žákem mířícím do školy nebo školky v doprovodu rodičů nebo některým z obyvatelů zmíněného vnitrobloku je po celý týden včetně víkendu vysoce rizikové podnikání. Cestu do uvedených zařízení jsme nuceni překonávat po komunikaci pro automobily, protože po chodnících to zkrátka možné není. V kteroukoli denní i noční hodinu, zvláště v době provozu hokejové haly jsou cesty pro pěší zablokovány parkujícími vozidly. Vzniká tak řada konfliktních, ale hlavně nebezpečných situací, Matky s kočárky, rodiče vedoucí děti do školy nebo školky, starší občané s horší mobilitou, ti všichni jsou vystaveni trvalému ohrožení srážky s rychle jedoucím nebo parkujícím vozidlem, které na ně najíždí. Proto je nutné chodníky ošetřit a dopravní situaci řešit tak, aby sloužili chodcům a ne jako odstavné plochy. Otázka totiž nezní, jestli někdy může dojít ke sražení chodce, ale kdy se to stane. Policie ČR nebo Městská policie na situaci nestačí, zvýšená frekvence kontrol je vždy jen dočasná.","Veřejný prospěch projektu spočívá ve zvýšení bezpečnosti a komfortu občanů ve výše zmíněné lokalitě. Předpokládanými uživateli jsou především občané bydlící ve vnitrobloku Úvoz 59, vchody abc, dále občané z blízkého okolí vodící do místní ZŠ a MŠ své děti a konečně děti z obou školských zařízení."
81,328,"Jednoduchá úprava svislého značení umožní cyklistům volný pohyb po městě bez přestupků a přirozeně zpomalí motorová vozidla v obydleném území. Jednalo by se o plošnou změnu, takže by díky vhodné mediální kampani byli informováni jak cyklisté , tak motoristé. Inspirací ve světě je dost, opatření podporuje nejen rozvoj cyklistické dopravy dopravy, ale dojde i ke zklidnění automobilovèho provozu.","Z navrženého opatření budou mít prospěch jak cyklisté, tak pěší a automobilisté."
82,330,"Zřízení speciálního kotce určeného pro dočasné umístění psa na dobu nezbytně nutnou, když jeho majitel – člověk bez domova – se o něj nemůže starat (např. pro nemoc, úraz, hospitalizaci apod.). Město kotec věnuje městskému útulku v Bystrci.","Pomoc lidem bez domova, když se dostanou do kritické situace, tak, aby něměli starost, co bude s jejich psem."
83,331,"Výroba zateplených psích boud v počtu osmi kusů různých velikostí s určením pro psy lidí bez domova. Město věnuje boudy sociálním zařízením, která se na území Brna starají o lidi bez domova.","Existence boud umožní lidem bez domova umístit v nich svoje psy a tím získat možnost využívat služeb příslušných zařízení, např. sprchy, noclehárny, denní centra apod."
84,332,Po velkých deštích v roce 2014 a 2015 je poškozena cesta od ulice Révova na Vinohradech ke konci hřbitova v Židenicích. Touto cestou chodí denně obyvatelé Vinohrad na Starou osadu a zpět. Oprava cesty umožní bezproblémovou chůzi na hřbitov a Starou osadu.,Zkrácení cesty pro pěší ze sídliště Vinohrady na Starou osadu.
85,333,Výstavba šotolinové cyklostezky od konce garáží na ulici Balbínova (u konce hřbitova Židenice) pod dům (asi 50 m) Révova 30 na Vinohradech.,"V současné době neexistuje cyklostezka ze středu města Brna na Vinohrady, do Líšně nebo do Mariánského údolí k cyklostezce, která vede do Ochoze nebo směr Podolí."
86,342,"Červený kopec je krásná lokalita nedaleko centra Brna, kterou bychom rádi ještě zlepšili tím, že bychom zde nechali postavit dřevěnou rozhlednu. Z Červeného kopce (311 m n. m.) lze dohlédnout do středu Brna a do širokého okolí. Můžeme odsud spatřit hrad Špilberk, věže katedrály Petrov a velkou část Brna. Rozhledna by tento pohled posunula na vyšší úroveň.
Na Červeném kopci se v současnosti rozkládá zahrádkářská kolonie, tedy kus přírody v Brně. Proto i rozhledna by měla být vybudovaná z tradičního přírodního materiálu, tedy ze dřeva a ideálně ve stavebním stylu, který je v Brně tolik využíván a obdivován, tj. ve funkcionalismu. 
Zde mohou případní zájemci zhlédnout některé příklady návrhů zajímavých rozhleden: http://hutarchitektury.cz/projekty/
Rozhledna by se tak mohla stát navštěvovaným místem na Červeném kopci a bude tak sloužit, nejen občanům přilehlých čtvrtí, jako cíl procházek a výletů. Tato krásná přírodní lokalita v těsné blízkosti centra města si to jistě zaslouží.","Tím, že se na Červeném kopci postaví rozhledna, se značně rozšíří výhled do okolí, nejen do středu města, ale na všechny světové strany. Z jednoho místa tak bude mít návštěvník možnost pozorovat historické budovy v centru i moderní stavby v přilehlém okolí, jako je např. kampus Masarykovy univerzity.
Rozhledny jsou zároveň oblíbeným turistickým cílem a atrakcí pro malé i velké. Rozhledna přiláká pozornost ke krásnému místu Brna, které si do budoucna zaslouží lepší péči. V těsné blízkosti se také nachází stejnojmenná národní přírodní památka, která by se také mohla stát časem hojně využívanou návštěvníky k trávení volného času, což výstavba rozhledny ještě umocní a podpoří."
87,346,"prosíme o postavení laviček s opěradly, které nám chybí.","lavičky by sloužily občanům zejména na  tramvajových zastávkách ,  u zdravotního střediska, u cesty,  po které chodí lidé do práce, u prodejny, u lékárny, k odpočinku pro maminky s kočárky, děti, důchodce a procházejícím k odpočinku.."
88,348,"Zahrada líšeňské Orlovny již dlouho hledá své využití. Navrhuji proto sportovní využití zahrady. Není nutné budovat hřiště pouze pro organizované skupiny, což takhle využití pro všechny generace a zachování komunitního charakteru zahrady (zachování ohniště, využití pro školy - možnost výuky TV, apod.) ?
Na pozemku zahrady jsem naplánovala výsadbu ovocných stromů, které ve správné době osvěží, ale samozřejmě budou mít také charakter stínidla a zdroje kyslíku. V rámci výsadby dále navrhuji ovocné keře, trvalky, byliny a další užitečně rostliny. 
Dominantou celého parku by se měly stát individuální posilovací stroje a WORKOUT, který je míněn především pro mladší generaci. Starší zájemci mohou využít například šachovnici se sedátky nebo lavičky se šlapadly. Celkově je v rozpočtu zahrnuto deset pohybových variant včetně workoutu, součástí je například také stojan na jízdní kola nebo informační cedule.
Stávající ohniště by mělo zůstat zachováno pouze by se upravilo a rozšířilo o příjemné posezení. V rozpočtu jsou také zahrnuty lavičky a menší dětské hřiště.  
Zahrada by měla být přístupná všem a to po celý rok (tak jako je tomu doposud).
Co myslíte, má to smysl?
Pokud ano, hlasujte prosím pro tento nadějný projekt a v případě doplňujících nápadů či připomínek mne kontaktujte. 
DĚKUJI","Projekt je cílen na všechny. kteří mají zájem o venkovní sportovní aktivity. Slouží také jako setkávání skupin přátel či rodin. Na své zde přijdou jak děti, teenageři, ale i senioři a lidé středního věku. Důležitou myšlenkou a srdcem projektu je zachování  sportovního rázu zahrady Orlovny, která odjakživa sloužila jako sportovní zázemí Líšňáků. Využití předpokládám nejen pro starolíšňáky, cíleno je také na nově vznikající sídliště na ulici Holzova směrem k Podolí. V této lokalitě je očekáván velký nárůst výstavby a s ní samozřejmě přicházejících mladých rodin s dětmi. V souvislosti s plánovaným rozšířením tramvajové linky od Stránské skály právě na ulici Holzova, bude také pohodlně přístupné pro obyvatele z bližších městských čtvrtí."
