,project_name,project_description,public_interest,status
472,parkový úprava lesíček v brněnský Ivanovice ,,,1
473,altánek - tančírna v park ,,,1
474,pomník blahoslavený Karel a císařovna Zita v královský město Brno ,,,1
475,Socha svatý František z Paula zpět v Mokré hora ,,,1
476,cyklista vjezd povolit do podchod pod městský okruh v Žabovřesky ,,,1
477,rekreační a sportovní areál voříšek ,,,1
478,velkoformátový nástěnný mural malba v Brno ,,,1
479,stolní tenis v Brno -Bystrec ,,,0
480,hřiště pro parkour a boulder v Bohunice ,,,1
481,galerie štěstit místo sprejerský hrůza . ,,,1
482,prodloužení zóna #num# k hrad veveří ,,,1
483,parkoviště a veřejný toaleta Rakovec ,,,1
484,basketbal v Lužánka ,,,1
485,veřejný prostor sadový ,,,1
486,zpevněný cesta lesný - Obřana ( pro kolo ) ,,,1
487,zastavit se na botanický ,,,1
488,obousměrný Ondráčkův + podhorní pro cyklo ,,,1
489,kvetoucí step v Kohoutovice ,,,1
490,lavička na nábřeží ,,,1
491,Nové lavička na Burešův ,,,1
492,park sadový - nový park pro Brno ,,,1
493,hřiště s umělý tráva pro Medlánka ,,,1
494,revitalizace plocha mezi panelák ,,,1
495,rekreace a sport v Kohoutovice ,,,0
496,park kamenný vrch ,,,1
497,mládežnický klubovna pod bílý hora ,,,1
498,čápkův - revitalizace zeleň a dlažba ,,,1
499,pěší zóna před Hlavák ,,,1
500,umění v ulice - nástěnný malba ,,,1
501,Tree Office ,,,1
502,náměstíčko pod platan na bratislavský ,,,1
503,slovanský knihovna v Brno ,,,1
504,NFC šalinkarta v mobil ,,,1
505,přístřešek u zastávka MHD na Staré osada ,,,1
506,hřiště pro malá i velká v akátek ,,,1
507,kavárna na nábřeží Svitava u cyklostezka ,,,1
508,Brno hrát PINEC ,,,1
509,venkovní posilovna Vaňkův náměstí ,,,0
510,nájezd pro kočárek na schod do Tyršák ,,,1
511,DigiDěti : seminář do brněnský škola ,,,1
512,rekreační plocha luční ,,,1
513,proluka ŠKRÉTOVA-TEREZY Nováková ,,,1
514,stánek pro rekreace ,,,0
515,"Brňák , na který chtít zapomenout ",,,1
516,Komínský sakura ,,,1
517,městský ovocný sad ,,,1
518,smíšený provoz pěší + cyklista za hřbitov ,,,0
519,vrátit dítě hřiště ,,,1
520,svatojakubský cesta v Brno ,,,1
521,relaxační zóna nad ulice Petrů křivka ( PD ) ,,,1
522,obnova hřbitovní kaple v Černovice ,,,1
523,přístřešek na zastávka Anthropos ,,,1
524,tabule s odjezd v podchod Hlavas ,,,1
525,park # #num# Bohuslava ,,,1
526,skotská v Brno ( knihovna ) ,,,1
527,toaleta na Konečná v ŘEČKOVICÍCH ,,,1
528,"Brno , hlavní město svět ( náš určitě ) ",,,1
529,multifunkční rekreační areál Brno-severa ,,,0
530,oživení spojnice Sochorova-Stránský ,,,1
531,skupinový tanec každý týden ,,,1
532,lavička a odpadkový koš na Špilberka ,,,0
533,rozšíření průchod kosmonaut - Kroupův ,,,0
534,město bez jehla ( aplikace pro Brno ) ,,,0
535,kašna využívající spodní voda ,,,1
536,stojan na kolo na Slováková ,,,1
537,sochařský dílo oslavující noční rozjezd ,,,1
538,chodník na Řípská do CT park ( slatina ) ,,,1
539,cyklostezka do Líšeň ( PD ) ,,,1
540,rozšíření chodník na ulice hlinka ,,,1
541,víceúčelový hřiště boskovický ,,,1
542,kluziště Bystrc ,,,1
543,přechod pro chodec k zastávka Tylův ,,,1
544,senzorický park Brno ,,,1
545,Cyklo-park mezi Vinohrady a Líšeň ,,,1
546,nový park pro sadový - Králův pole ,,,1
547,chodník do údolí oddech ( nejen pro OZP ) ,,,1
548,"jedlý park , Líšeň ",,,1
549,velký a dobrý hřiště na Obilňák ,,,0
550,brněnský cyklotrasa ,,,1
551,rodinný areál s relax zóna a gril ,,,1
552,WiFe lavička s USB v Komín a Lužánka ,,,1
553,kontejner na kov v celý Brno ,,,1
554,bílý střecha chladit Brno : pilotní projekt ,,,1
555,komunitní moštárna v zahrada orlovna ,,,1
556,Brno na sucho ? ,,,1
557,hřiště s mamut a smyslový stezka ,,,1
558,oplocený výběh pro pejsek v Lužánka ,,,0
559,čistý ruka : dezinfekce na zastávka MHD ,,,0
560,konec zmoklý slepice u Anthropos ,,,1
561,muzeum moravský Manchester ( studie ) ,,,0
562,vyhlídkový parčík a posezení Horská ,,,1
563,osvětlení a vybudování chodník ,,,1
564,Parkour pro Bohunice ,,,1
565,kontejner na bioodpad v celý Brno ,,,1
566,aquapark u hřiště - brněnský Ivanovice ( PD ) ,,,1
567,pojízdný schod v podchod u nádraží ,,,1
568,výběh pro pes v areál hala Vodov ,,,0
569,odpadkový koš na lesný ,,,0
570,rekonstrukce náměstí rosický ,,,1
571,nový krytý sportovní hala v Řečkovice ,,,1
572,WC Králův pole - hřbitov ,,,1
573,napít se ! – pítko v Brno ,,,1
574,řečkovický ( h ) ráj ,,,1
575,naučný stezka okolo Žebětínský rybník ,,,1
576,být na ten Sam - žena v onko léčba ,,,1
577,parkování na ul . Jožka Jabůrková v Komín ,,,1
578,cyklotrasa Knínička - Sokolák ,,,1
579,veřejný osvětlení sokolský koupaliště ,,,0
580,rozšíření ulice spojovací ,,,1
581,sos pro jezírko obora Holedný ! ,,,1
582,podjezd na cyklostezka kolem Svitava ( PD ) ,,,1
583,kuličkový hřiště s gril na bzenecký ,,,1
584,na kolo z horní náměstí bezpečně : PD ,,,1
585,vycházka do zoo pro zadaný ,,,0
586,pěšky k hráze bezpečně ( PD ) ,,,1
587,přechod Dělostřelecká-Sportovní ,,,0
588,"cyklostezka Líšeň – centrum ( studie , PD ) ",,,1
589,Sportovně-relaxační lesní zóna ,,,1
590,volejbalový kurt Lužánka ,,,1
591,zebra na zastávka masný ,,,0
592,pingpong v Schreberový zahrádka ,,,0
593,obnova pomník Josef II . ,,,1
594,Vytunění Cacovický ostrov ,,,1
595,moruše do Brno ,,,1
596,trvalkový záhon před škola ,,,1
597,nájezdový rampa pro lesný ,,,0
598,vtipný slogan ,,,0
599,nájezd na schodiště v podchod ,,,0
600,včela do Brno ,,,1
601,cyklostezka u Křenek ,,,1
602,Rudy Kovanda na Svoboďák ! ,,,1
603,Selfservis autopointa ,,,1
604,lípa svoboda ,,,0
605,na Konečná konečně toaleta ,,,1
606,revitalizace vnitroblok obytný dům ,,,0
607,"osvěžit se déšť , Vinohrady ! ",,,1
608,sjízdnost schod pro kočárek a kolo ,,,0
609,chodník u NC Krpole ,,,0
610,"malovaný hřiště Hoppův , Brno-střed ",,,1
611,"cyklostezka vyhlídka – kampus ( studie , PD ) ",,,1
612,oživit dolní část dominikánský my . ,,,1
613,Cyklopruh na Cejla ( PD ) ,,,1
614,klubovna pro dítě v Tuřany ,,,1
615,vytipování místo pro nový rybník či tůně ,,,1
616,"vytipování místo pro MVN , tůň či mokřad ",,,1
617,smyslový park s hřiště ,,,0
618,stromový kaple a háj v Medlánka ,,,1
619,oživit park na Šujanův náměstí ,,,1
620,bezbariérově z podchod k Žebětínský ! ,,,0
621,ideální cyklotrasa do Líšeň ,,,1
622,přírodní park v Brno Bohunice ,,,0
623,JEHNICKÉ hřišťátko nejen pro JEHNIČÁKY ,,,1
624,Lavička v park u konečná na Haškův ,,,1
625,"kamenný - odpočinek , atrakce , kultivace ",,,1
626,velkomoravský knihovna ,,,1
627,park pro Majdalenka ,,,1
628,cestovat do zakázaný svět : kniha ,,,1
629,mobilní kluziště v slatina ,,,1
630,dát za Lužánka Š ( v ) ANCI mladé ,,,1
631,stezka pro pěší z veveří na kraví hora ,,,1
632,Petanque na lesný ,,,0
633,parkovací dům v slatina ( PD ) ,,,1
634,moravský hudba zdarma v mobil ,,,1
635,Nový dětský hřiště v Björnsonův sad ,,,1
636,datování a dokumentace mizející Brno ,,,1
637,konec graffiti v Brno ,,,0
638,víceúčelový hřiště v Komín ,,,1
639,komunitní centrum Muzejka ( Berglův palác ) ,,,0
640,hodně pohyb dítě do škola ,,,0
641,jóga pro brněnský domov senior ,,,0
642,odhlučnění ulice Vejrostův ,,,0
643,napít se a umýt se na dětský hřiště ,,,0
644,rozhledna kamenný vrch ( PD ) ,,,1
645,multifunkční sportoviště bzenecký ,,,1
646,mluvící dotykový kniha pro vidící ,,,0
647,altán v park pod Špilberko ,,,0
648,Medlánka v pohyb ,,,1
649,cyklostezka po pravý břeh Svratka ,,,0
650,"bacha , člověk na TGPéčka . ",,,0
651,nový park v centrum Brno ,,,0
652,( Cykla ) zastávka u černovický Svitava ,,,1
653,lesní hřiště pro lesný a Králův pole ,,,1
654,"Kryptoměn , blockchain , . . co ten být ? ",,,0
655,kašna na křižovatka ,,,0
656,komunitní zahrada Kamech ,,,1
657,transparentní Brno - ne šept s čert ,,,1
658,polep zastávka MHD ,,,1
659,AutoZávor Brno ,,,1
660,veřejný griloviště v Komín ,,,1
661,motýlí louka ,,,1
662,nákladní kola nejen pro podnikatel ,,,1
663,zelenat sadový - Králův pole ,,,1
664,veřejný osvětlení park TGM v NL ,,,1
665,parkový úprava u Žebětínský potok ,,,0
666,úprava veřejný cesta v slatina ,,,1
667,Thư viện tiếng Việt ở Moravia ! ,,,1
668,Biotopový koupání v Žebětína ,,,0
669,čistý Brno - veřejný wc kout - eko ,,,1
670,hledat se Senior-manager ! ( doma on doma ) ,,,1
671,občerstvit se v Lužánka ,,,1
672,extra OCR Zonum ,,,1
673,tenisový zeď pro veřejnost - Kamech ,,,1
674,Marobudův voňavý a sladký hudební kašna ( PD ) ,,,1
675,savana PARKOUR ,,,1
676,bezpečný cesta pro pěší ,,,1
677,bezbariérový Tyršák ,,,1
678,Workout u řeka ,,,1
679,kavárna v centrální park rokle v Líšeň ,,,1
680,hřiště Juliánov - rozšíření ,,,1
681,cyklostezka vozovna Komín - centrum ( PD ) ,,,1
682,půjčovna cargo kolo pro každý ,,,1
683,velkomoravský komiks ,,,1
684,Vodák na Riviéra ,,,1
685,u vinohradský fontána být fajn ! ,,,1
686,zpevnění cesta mezi zastávka ,,,0
687,sportovní plácek za výměník ,,,1
688,digitální tabule odjezd - dělnický dům ,,,1
689,náhrada kamenný alej ,,,1
690,digitální hřbitov brněnský zámek ,,,1
691,komunitní centrum v mariánský ( PD ) ,,,0
692,cyklostezka Ponávka i ,,,0
693,Workout hřiště na sadový ,,,1
694,koš na tříděný odpad v Lužánka ,,,1
695,zasadit strom pro starý Lískovec ,,,1
696,systém ponorný stěna - bazén za Lužánka ,,,1
697,kluziště # Bzzzukot ,,,1
698,zelený vnitroblok pro Králův pole ,,,1
699,onkologicky léčený dítě v Brno - II . ,,,1
700,růžový sad na moravský náměstí ,,,0
701,fit stezka a dětský hřiště v MČ jehnice ,,,1
702,zpevnění bahníčko u Maloměřický most ,,,1
703,uzamykatelný skříňka v Lužánka ,,,0
704,z Stránské skála bezpečně do Líšeň ,,,1
705,lesopark před řečkovický hřbitov ,,,1
706,úprava vnitroblok u ulice botanický ,,,0
707,relaxační a tvůrčí centrum Denisa ,,,0
708,pohodlně na rozhledna Holedný ,,,1
709,park s dopravní hřiště ,,,1
710,Brno-sever třídit ,,,1
711,obnova pomník císař Josef II ,,,1
712,toaleta a pítko na konečná v Řečkovice ,,,1
713,odpadkový koš na psí exkrement ,,,1
714,moderní dětský hřiště s kavárna a WC ,,,1
715,přechod za nemocnice ,,,1
716,bezpečný koliště ,,,1
717,klubovna pro dítě i senior v Medlánka ,,,1
718,chodník z Anthropos do Nového Lískovec ,,,1
719,veřejný toaleta na kraví hora ,,,1
720,zachránit historický sauna v Brno ,,,0
721,málo odpadek v Brno ,,,0
722,Activit park BRNOcit ,,,1
723,dostupný čerstvý voda pro všechen ,,,1
724,důstojný plot kolem koniklecový louka ,,,1
725,vytvoření parkoviště k + R pro ZŠ kamínka ,,,1
726,klub předsenior ,,,1
727,piktogram pro bezpečnost chodec ,,,0
728,městský holubník ,,,1
729,být na ten sám – žena v onko léčba II . ,,,1
730,pestrý a bezpečný tělocvik na ZŠ v Brno ,,,1
731,pamětní deska Jindřich Suchánek ,,,1
732,kuželna v Židenice ,,,0
733,#num# D skákací hřiště Kohoutovice ,,,1
734,#num# D skákací hřiště Bystrc ,,,1
735,#num# D skákací hřiště starý Lískovec ,,,1
736,zkulturnění ulice u Červeného mlýn ,,,1
737,klub propojující svět ,,,1
738,u vinohradský fontána být fajn ! ,,,1
739,zázemí pro sportovní areál dirta park ,,,1
740,hřiště přístaviště sokolský koupaliště ,,,1
741,jít Brno hrát se a sportovat ,,,1
742,dětský hřiště akátek ,,,1
743,Lužánka - úprava vstup od ul . Staňkovi ,,,1
744,lávka Fügnerův ,,,1
745,velký pohybový hřiště ,,,1
746,hřiště s mamut v Pisárka ,,,1
747,psí park a výběh v Bjorsonův sad . ,,,0
748,stezka zastávka osový - park Švermův ,,,1
749,zastřešení skatepark na bzukot ,,,1
750,otevření jehnický náměstí dítě ,,,1
751,strom II ,,,1
752,multifunkční hřiště Brno Vinohrady ,,,0
753,cyklostezka Podstránská-Drčkův ,,,1
754,brněnský klavírní koncert ,,,1
755,"revitalizace výběh vsetínský , Brno ",,,0
756,pergola u lavička na Přemyslův náměstí ,,,1
757,Nové hřiště na Obilňák ,,,1
758,venkovní posilovna na hvězdička ,,,0
759,hybridní víceúčelový hřiště v Komín ,,,1
760,akátek ,,,0
761,Žabovřeský louka : Sav pointa ,,,1
762,#num# x plot u nádoba na tř . odpad v Židenice ,,,0
763,Relax na Loosovka ,,,1
764,solární piknikový stůl ,,,1
765,horolezecký stěna při MZŠ Kamenačka ,,,1
766,Bezbarierové koupání na kraví hora ,,,1
767,altán pro kulturní a taneční akce ,,,1
768,hrací plocha pro batole v park u místodržitelský palác ,,,1
769,kostel sv . mikuláš ožít mozaika ,,,1
770,lesný - revitalizace používaný plocha u dětský hřiště ,,,0
771,Šachov stolek s sezení v Denisový sad ,,,0
772,grilovací místo v nový Lískovec ,,,1
773,odpadkový koš na lesný - čertův rokle ,,,0
774,pomník matka vlast Marie Terezie a pamětní deska náš panovník v královský město Brno ,,,1
775,dětský hřiště a kulturní centrum Brno-střed ,,,0
776,venkovní zábavní zařízení v ŘEČKOVICÍCH ,,,1
777,ovocný strom na kraví hora ,,,0
778,systém pro správa malý veřejný plocha . ,,,0
779,královopolský lesopark - pokračování městský divočina ,,,1
780,zastavit se na botanický ! ,,,0
781,do drobný kopec bezpečně ,,,1
782,revitalizace Sochorův - Stránského ,,,1
783,kašna ! . . . . a na lesný ? ,,,1
784,odpadkový koš pro prázdný sprej ,,,1
785,odpadkový koš na lesný - čertův rokle ,,,0
786,osvětlení : mariánský sloup ( my . Svoboda ) ,,,1
787,město v zahrada . ,,,1
788,update dětský hřiště ul . zahradnická ,,,0
789,"sedět doma , jít ven ! ",,,1
790,multifunkční hřiště v Tuřany ,,,1
