project_name,project_description,public_interest,status
den konec dluh ( zkráceně DeKod ),"jarmark doprovodný program , kde se lidé popovídat , vyměnit životní zkušenost , říci názor sdělit návrh , současný možnost občerstvení ( jídlo pití ) . součást jarmark odhalení pomníček pohřbívání ekonomický trabl , každý možnost kdykoli přijít například spálit , tížit , zapálit svíčka , svítit život , vysadit životní cíl . jarmark stánek krom občerstvení nabízet služba produkt řešící finanční právní gramotnost . výtěžek jarmark podpora vítězný projekt samoudržitelný samostatný životní rozvoj lidé krizový těžký životní situace . ostatní účastník soutěž projekt dostat věcný ( odborný literatura , poukázka služba finanční právní gramotnost pomoc , poukázka plnohodnotný bydlení , stravování ošacení , apod . ) . vyhlášení předání součást jarmark . dispozice zpovědnice , brainstorming posezení , briefingový oddělení , umožnit náhled ostatní účastník jarmark odborník životní situace , případně přímo získat podpora , kontakt odpověď řešení projekt ekonomický trabl . hudební pódium uslyšet muzikant ulice , hudeník , hluboko kapsa , benefiční hvězda . varianta určení výtěžek jarmark , se přiklánět , samoudržitelný , kdy se výtěžek použít účel ročník den konec dluh , se uskutečnit vždy mezinárodní den chudoba . datum realizace jarmark : 17.10 . 2018 mezinárodní den OSN odstranění chudoba datum realizace vhodný ohled dostatečný časový prostor vyhlášení soutěž projekt samoudržitelný samostatný životní rozvoj lidé krizový těžký životní situace . vhodný místo realizace projekt sada , vybízet prostranství kolem šalinový točna užití potřeba jarmark trvalý umístění pomníček pohřbívání ekonomický trabl .","účastník projekt samoudržitelný samostatný životní rozvoj dostat šance životní start podmínka změna život , vycházet skutečný potřeba lidé krizový těžký životní situace , minimalizovat „ jojo efekt “ . projekt se podílet odstraňování chudoba příčina . projekt šířit osvěta finanční právní gramotnost . projekt podporovat lidský sounáležitost , učit svoboda slovo názor . projekt vracet lidé důstojnost vytvářet důstojný podmínka žití vytvářet samoudržitelný samostatný životní rozvoj . projekt se podílet rozvoj kultura slučování lidé .",1
komunitní zahrada červený kopec,"hlavní cíl projekt podpořit sousedský vztah komunita rodina sídliště MČ Bohunice , prostřednictvím vybudovaný komunitní zahrada . zahrada poskytnout prostor rodina dítě , kde se vzájemně potkávat , předávat se zkušenost především sdílet poznání každoroční proměna příroda vlastní pěstování rostlina . ideálně červený kopec se vybudovat místo , kde se rodina dítě založit záhonek , vypěstovat se vlastní čerstvý zelenina se vlastní činnost učit , fungovat příroda . bezproblémový fungování zahrada pozemek přivést voda . zahrada část , společný rodina , lze vybudovat ohniště , minijezírko , pískoviště houpačka dítě . , se lidé podobný smýšlení přístup život potkávat , předávat informace zkušenost trávit spolu čas . přestože se jednat komunitní zahrada , nutný oplotit ( pokud ) , se zabránit vstup žádoucí osoba zvíře , prostředí zachovat čistý . předběžně uvažovaný počet cirka deset rodina ideální zahrada velikost 1000 1200 metr ² . pokud pozemek velký ( například . propojený zahrada se ) , intenzivně využívat komunitní zahrada více osoba . vstup zahrada zcela bezplatný .","rodič dítě , vyrůstat panelový sídliště , často možnost ukázat dítě , se vyvíjet příroda průběh růst jednotlivý druh zelenina ovoce . tedy výborný , kdyby dítě kdykoliv možnost trávit čas zahrada poznávat , se pěstovat rostlina , pozorovat drobný živočich sledovat proměna příroda různý roční období apod . báze učení forma praktický poznání . zbudování zahrada , se zvýšit veřejný prospěch projekt , se více hodit současnost zanedbaný využívaný zahrada / zahrada , se pomoci znovuoživení ( podmínka projekt ! ) . vybudování komunitní zahrada se lidé podobný smýšlení přístup život potkávat , předávat informace zkušenost trávit spolu čas , aniž dlouze vyjíždět dokonce se vystěhovat město venkov .",1
obnova topolový alej Řečkovice,"topolový alej lemující zamilovaný hájek Řečkovice více století utvářet ráz část Brno . jedinečný atmosféra místo lákat vycházka rodina dítě , vyjížďka spousta cyklista , dopřávat odpočinek starý romantický procházka milenec . díky starobylý alej návštěvník zamilovaný hájek jedinečný pocit , příroda , přitom pár krok město . alej procházet cesta lemovaný šeříkový keř , jaro lákat voňavý procházka . stoletý topol během čas prořídnout , takže původní počet šedesát šest strom zbývat celý polovina . tedy místo chybějící strom vysadit mladý stromek , během následující léta vyplnit prázdný místo krásný alej vdechnout život . náklad projekt pokrývat příprava místo , vysazení stromek následný péče , dokud se stromek ujmout . stromek alespoň 5 metr vysoký , dostatek světlo šance se uchytit šeříkový podrost . odměna nejen obnovený alej , vzkaz generace , příroda lhostejný .","topolový alej , mimo estetický historický hodnota dominanta Řečkovice , zpevňovat břeh retenční nádrž říčka Ponávka , chránit Brno povodeň stále výrazný výkyv počasí . obnova tedy přinést nejen znovuoživení dominanta , zlepšení protipovodňový ochrana Brno .",1
"zpřístupnění vyhlídka lokalita křížek Vinohrady , Židenice","přístup veřejnost vysoký bod židenický kopec 307 m . n . metr , kde se nacházet kříž . odtud opakovatelný výhled Brno . jednat se stávající kříž , přístupný prodloužení ulice révový . pozemek , se nacházet , oplotit dohromady sousední , soukromý pozemek . možný lokalita zpřístupnit , potřeba jednat pozemek nově oplotit , což dojít oddělení veřejný soukromý pozemek . možnost navštívit vyhlídka pak rozšířit vycházkový trasa nejen obyvatel vinohrad , Židenice .","zpřístupnění krásný lokalita nádherný výhled , zvaný křížek . jednat se historický místo pieta panna Marie . zpřístupnění potřeba oddělit plot pozemek , délka plot cirka 130 metr .",1
parkování Černý,"ulice Černý Brno Bystrc dlouhodobě akutní nedostatek parkovací místo . řidič , sem večer přijet místo najít zaparkovat buď naprosto vhodně ( křižovatka , trávník , vjezd ) parkovat stovka metr daleko přelévat problém ulice . žádat vy podpora pilotní projekt dokázat , iniciativa obyvatel přispět řešení vyhovující stav . podpořit projekt , se realizace stát vzor řešení situace parkování brněnský čtvrť . projekt vzniknout základ výstup https://www.facebook.com/parkovaniCerne / kde sesbírat konstruktivní návrh lokalita Bystrc Černý . navržený 21 parkovací místo situace lokalita alespoň částečně vyřešit .",zmírnění problém akutní nedostatek parkovací místo rezidenční lokalita . realizace potvrdit efektivita zapojení veřejnost hledání parkovací plocha stejný způsob následně realizovat chybějící parkoviště lokalita .,1
"sídliště rychle les , VUT procházka MHD","zpevnění výstavba cesta pěší ulice Vychodilův vodárna Brno Žabovřesky , revitalizace okolí . stávající zpevněný cesta pěší havarijní stav , občan využívat , protože rychlý cesta přilehlý les . některý část cesta upravit . spojovat chůze Palacký vrch sídliště ulice Vychodilův . opačný směr umožnit mj . pracovník student VUT , příjemný procházka příroda , se dostat zastávka MHD ulice . Vychodilův . cesta nyní obtížně schůdný . kočárek malý dítě schůdný .","veřejný prospěch vybudování cesta pěší revitalizace okolí cesta . využívat občan město Brno , zejména občan žijící sídliště ulice Vychodilův . směr VUT student , zaměstnanec sportovec VUT .",1
sluneční odpočinkový alej,"navrhovaný relaxace odpočinek . skládat se masážní chodník , umístit oblázek různý velikost , chodit bosý noha masírovat se spodní část chodidlo . prvek otočný lavice , uchycený středový hřídel . lavice otočný 360 ° vždy sluneční světlo . prvek statický lehátko sloužící opalování odpočinek .","aktivní odpočinek relaxace důležitý místo život každý . příslušný regenerace tělesný , duševní síla podporovat každodenní život . zařízení určit věkový kategorie .",1
workout hřiště Žebětín,"navrhovat postavit street workoutový hřiště městský část Brno Žebětín místo fitness hřiště kněžský hájek . případ , projekt realizovat místo , navrhovat vhodný místo pétanque hřiště Úmč . nadšenec outdoorový posilování čerstvý vzduch zařízení zde uvítat . venkovní hřiště se nacházet mnohý městský brněnský část věřit , Žebětín se najít obliba napříč věkový kategorie . Žebětín poloha lokalita sport přímo vybízet . zejména jarní letní období tady lze potkat spousta běžec cyklista . chvíle zde žádný venkovní hřiště , umožnit ( nejenom ) sportovec protáhnout celý tělo hrazda , bradlo , kruh , žebřina , atd .",přínos projekt motivace mládež dospělý pohyb zdravý životní styl . workoutový hřiště místo setkávání se poznávání lidé společný zájem .,1
oprava chodník údolí oddech obor Holedná,"prosit vybudování chodník zastávka Černý údolí oddech obora Holedný . cesta deštivý počasí dát vůbec užívat možný třeba kočár dostat se údolí zastávka trolejbus , samý zastávka Filipov spatný přístup . jednat se asi 150 metr ( chodník pěšinka ) lidé využívat / špatný počasí schůdný . určitě potřeba chodník centrum Brno stačit zpevněný cesta kde se dát pěkně pojít kočárek dítě , kolo … .",široký veřejnost,1
bezpečnost mateřský školka Laštůvkův „ ulice Laštůvkův zóna 30 kilometr / hodina,"vy poprosit zhodnocení situace MŠ Laštůvková . jednat se , vchod školka žádný zábrana ( zábradlí ) omezení vběhnutí dítě vozovka . rychlost vozidlo těsný blízkost vchod 50 kilometr / hodina ( žádný omezení snížení rychlost auto vchod školka ) . MŠ chodit 200 dítě . myslit se , parkoviště ulice . vchod školka 1,5 metr rozšířený . auto parkování zasahovat 1 1,5 metr vozovka možný plynulý obousměrný provoz . okolí MŠ denně projíždět spočetně auto rodič vezoucí dítě základní škola Laštůvková . prosit snížení rychlost MŠ Laštůvkův , . vybudování zpomalovací retardér rozšíření parkoviště obousměrný provoz .","myslit se , situace MŠ Laštuvkův ranní odpolední hodina ( celý den ) značně bezpečný doprava se tam zpomalit zpřehlednit . možný pojetí auto vedle se aniž vjet chodník . vytvořit petice : „ ulice Laštůvkův zóna 30 kilometr / hodina ; zpomalovací retardér vchod MŠ Laštůvkův “ komunikovat lidé bydlící ulice Laštůvková okolí , spousta se situace ulice Laštůvková spokojit podepsat se přes 100 lidé .",0
úprava okolí pěší cesta ulice . třída generální . Píka,"jednat se cesta , kudy chodit obyvatel dům zastávka tramvaj ulice . Fügnerův . okolí cesta značně zarostlý , špinavý celkově budící udržovaný dojem . zejména tma strach cesta chodit . lampa veřejný . osvětlení fungovat . jednat se úsek cirka 150 metr dlouhý .","cesta sloužit obyvatel ulice . třída generální . Píka , zároveň cesta využívat lidé navštěvující místní fitness , maminka dítě chodící plavecký klub student bydlící kolej studující Mendel . proto okolí působit udržovaný příjemný dojmit , se zde lidé chodit bát zejména večerní noční hodina .",1
zrcadlo aneb se skrývat keř,"Brno se občas najít krásný křižovatka , přehledný pomalu mrazit záda . místo , silně přehledný nájezd ulice Meluzínův hlavní čtyřproudý silnice Svatoplukův . nejen , téměř možný vjet případ hustý provoz , jezdit tolik auto procházka růžový sad . výjimka večerní hodina , kdy lze tma krásně vidět rozsvícený světlo vozovka . rád učinit konec neustálý prudký brzdění troubení .","snížení stres vozovka . zpřehlednění úsek . projekt natolik jednoduchý , vykonat ihned bez nutnost schvalování . hlavní přínos automobilista .",1
bezpečnost školák ulice Křídlovická,"navrhovat umístění přechod chodec zpomalovací práh ulice Křídlovická kruhový objezd křižovatka ulice nádvorní , kde vstup ZŠ Křídlovická ( 1 . stupeň ) . ulice rovný svádět řidič rychlý jízda . dítě čekající možnost přeběhnutí silnice zaparkovaný auto vidět špatný výhled přes auto . dospělý ztížený výhled přes množství auto . navrhovat umístění přechod úroveň parkoviště , přístupný ulice Václavská .","zvýšení bezpečnost chodec hlavně dítě , cesta škola ulice Křídlovická přecházet .",1
