;ID;Subjekt;Odůvodnění;Závěr
177;251;Odbor vodního a lesního hospodářství a zemědělství;"Jedná se o lesní pozemky města Brna, správu vykonává společnost Lesy města Brna, a.s. V případě realizace projektu je nutné přejmenování rozhledny, jelikož se rozhledna nenachází na kopci “Holedná“.
";proveditelný
178;251;Odbor investiční;Proveditelnost je z hlediska nákladů i času hraniční. Úprava časového harmonogramu - nutné územní řízení.;proveditelný s úpravami
179;251;Odbor strategického rozvoje a spolupráce;Projekt je v souladu se Strategií pro Brno, a to v prioritě: KVALITA ŽIVOTA, Podpora nabídky volnočasových aktivit, rekreace a sportu;proveditelný
180;251;MČ Brno - Jundrov;EMPTY;proveditelný
181;263;Majetkový odbor;Majetek města svěřený MČ;proveditelný
182;263;Odbor investiční;"Nutno doplnit výši provozních nákladů osvětlení (potřeba energie, údržba osvětlení). Stanoví městská část.
";proveditelný s úpravami
183;263;Odbor územního plánování a rozvoje;"Jde o plochu parků a zde jsou přípustné vegetační úpravy, které svým charakterem odpovídají funkci plochy a pozemní objekty, stavby a zařízení, které svým charakterem odpovídají způsobu využívání ploch zeleně a mají doplňkovou funkci.
";proveditelný
184;263;Odbor životního prostředí;"Řešená plocha je uvedena v „Seznamu ploch nejvýznamnější zeleně v městě Brně“, který je přílohou obecně závazné vyhlášky statutárního města Brna č.15/2007 o ochraně zeleně v městě Brně, ve znění pozdějších změn.
";proveditelný
185;263;Odbor strategického rozvoje a spolupráce;Projekt je v souladu se Strategií pro Brno, a to v prioritě: KVALITA ŽIVOTA, Podpora nabídky volnočasových aktivit, rekreace a sportu, Podpora rozvoje kulturního vyžití a zachování kulturního dědictví, Zlepšení kvality veřejných prostranství a vybraných složek životního prostředí;proveditelný
186;263;MČ Brno-sever;EMPTY;proveditelný
187;266;Odbor vodního a lesního hospodářství a zemědělství;"Nutné navýšení nákladů na zakoupení rolby.
";proveditelný s úpravami
188;266;Odbor strategického rozvoje a spolupráce;Projekt je v souladu se Strategií pro Brno, a to v prioritě: KVALITA ŽIVOTA, Podpora nabídky volnočasových aktivit, rekreace a sportu;proveditelný
189;266;MČ Brno-Bystrc;EMPTY;proveditelný
190;273;Odbor dopravy;"Koncepce linek veřejné dopravy je v gesci Dopravního podniku města Brna. Znovuzavedení linky 29 by bylo nekoncepční, navíc pro její provoz nemá dopravní podnik dostatečnou kapacitu trolejbusů. Roční náklady by přesáhly 2 mil. Kč.
";neproveditelný
191;273;Odbor strategického rozvoje a spolupráce;Projekt je v souladu se Strategií pro Brno, a to v prioritě: DOPRAVA A TECHNICKÁ INFRASTRUKTURA, Zajištění komfortní MHD, IDS;proveditelný
192;274;Majetkový odbor;Majetek města;proveditelný
193;274;Odbor investiční;Úprava zasahuje do svahu parku – nutno dorovnat terén. Kolize s veřejným osvětlením – cenově podhodnocené. Do 1 roku nerealizovatelné (územní rozhodnutí a stavební povolení). Projekt je celkově cenově podhodnocen.;neproveditelný
194;274;Odbor strategického rozvoje a spolupráce;Projekt je v souladu se Strategií pro Brno, a to v prioritě: KVALITA ŽIVOTA, Zlepšení kvality veřejných prostranství a vybraných složek životního prostředí;proveditelný
195;277;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
196;281;Odbor investiční;"Projekt sdílení kol (bike-sharing) byl v letech 2015-16 řešen studií proveditelnosti a následně investičním záměrem, který Rada města Brna stáhla z jednání. V současné době je městem Brnem finančně podpořen soukromý projekt „Re-kola“.
";neproveditelný
197;281;Odbor strategického rozvoje a spolupráce;Projekt je v souladu se Strategií pro Brno, a to v prioritě: DOPRAVA A TECHNICKÁ INFRASTRUKTURA,  Řešení dopravy, ochrana centra před nadměrnou dopravou, pakování;proveditelný
198;284;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
199;285;Odbor dopravy;"Není dodržen minimální odstup od tělesa tramvaje. V současné době je připravována celková rekonstrukce ulice, ve které bude tento požadavek reflektován. 
";neproveditelný
200;288;Majetkový odbor;Majetek města;proveditelný
201;288;Odbor vodního a lesního hospodářství a zemědělství;Odbor VLHZ MMB provádí správu a údržbu okolí řeky Svratky a údolí přilehlého potoka Čertík. Umístění odpadkových košů je možné. Je potřeba mírně navýšit cenu košů a nejspíše i údržbu.;proveditelný
202;288;Odbor strategického rozvoje a spolupráce;Projekt je v souladu se Strategií pro Brno, a to v prioritě: KVALITA ŽIVOTA, Zlepšení kvality veřejných prostranství a vybraných složek životního prostředí;proveditelný
203;288;MČ Brno-střed;EMPTY;proveditelný
204;293;Majetkový odbor;Majetek města;proveditelný
205;293;Odbor dopravy;Na daném místě je z hlediska dopravy zřízení přechodu možné. V rámci případné realizace je pak nutné vyjádření PČR.;proveditelný
206;293;Odbor strategického rozvoje a spolupráce;Projekt je v souladu se Strategií pro Brno, a to v prioritě: DOPRAVA A TECHNICKÁ INFRASTRUKTURA, Řešení dopravy, ochrana centra před nadměrnou dopravou – zaměřeno mj. i na podporu všech druhů opatření vedoucích k zajištění dopravní bezpečnosti chodců a cyklistů;proveditelný
207;293;MČ Brno-střed;EMPTY;proveditelný
208;296;Majetkový odbor;Jedná se o majetek města, na levém břehu řeky pozemky svěřené městské části, na pravém břehu ve správě Odboru správy majetku MMB.;proveditelný
209;296;Odbor vodního a lesního hospodářství a zemědělství;"Uvedený záměr představuje vybudování mola, které bude umístěno pod jezem Komín u lávky na levém břehu VVT Svratka. Realizace tohoto záměru je teoreticky možná. O závazné stanovisko je nutné požádat správce toku tj. Povodí Moravy, s.p. a předložit projektovou dokumentaci včetně přesného umístění mola. 
";proveditelný
210;296;Odbor investiční;"Parcela 1679/3 - realizovatelné, bezbariérového přístupu ale nelze dosáhnout. K instalaci mola je nutné stanovisko Povodí Moravy na základě návrhu (u břehu je malá hloubka, proto je molo nutné situovat dále od břehu - spojené můstkem). Dále je potřeba získat vyjádření budoucího správce - MČ (nutno zařadit do povodňového plánu - demontáž při II. povodňovém stupni). Od listopadu do března je nutné molo demontovat a uskladnit, tedy je potřeba připočíst výši nákladů za uskladnění).  
Na parcele 869/5 z hlediska stísněných poměrů nerealizovatelné.
Navrhujeme následující úpravy. Místo mola provést pevnou břehovou hranu analogicky k nástupu na „Káčatech“.  V tomto případě lze náklady ponížit zhruba na částku cca 350 tis. (stavební náklady) + 70 tis. (příprava) vč. DPH.
Jelikož je k realizaci potřeba získat územní souhlas, je potřeba upravit časovou náročnost projektu.
Pokud navrhovatel trvá na instalaci mola, nutno poskytnout posuzovateli konkrétní návrh (velikosti a umístění) k posouzení zásahu do vodního toku a odhadu nákladů.

";proveditelný s úpravami
211;296;Odbor územního plánování a rozvoje;"Vzhledem k tomu, že nabyla platnosti nadřazená územně plánovací dokumentace ZÚR JMK a dané území je jejími záměry dotčeno, nelze v této situaci postupovat dle územního plánu, který s ní zatím nebyl uveden do souladu. K posouzení proveditelnosti  z tohoto hlediska je nutné vyjádření stavebního úřadu.
";proveditelný
212;296;MČ Brno-Komín;EMPTY;proveditelný
213;296;Odbor strategického rozvoje a spolupráce;Projekt je v souladu se Strategií pro Brno, a to v prioritě: KVALITA ŽIVOTA, Podpora nabídky volnočasových aktivit, rekreace a sportu – Podpora budování systému vycházkových a promenádních pěších tras v zastavěném území a extravilánu města;proveditelný
214;299;Odbor strategického rozvoje a spolupráce;Projekt je v souladu se Strategií pro Brno, a to v prioritě: DOPRAVA A TECHNICKÁ INFRASTRUKTURA, Řešení dopravy, ochrana centra před nadměrnou dopravou – zaměřeno mj. i na podporu všech druhů opatření vedoucích k zajištění dopravní bezpečnosti chodců a cyklistů;proveditelný
215;299;Odbor dopravy;"Trasování není v souladu s Generelem cyklistické dopravy města Brna, navíc šířkové uspořádání komunikací není v některých usecích pro vymezení samostatného cyklopruhu dostatečné. 
";neproveditelný
216;300;Odbor strategického rozvoje a spolupráce;Projekt je v souladu se Strategií pro Brno, a to v prioritě: DOPRAVA A TECHNICKÁ INFRASTRUKTURA, Řešení dopravy, ochrana centra před nadměrnou dopravou – zaměřeno mj. i na podporu všech druhů opatření vedoucích k zajištění dopravní bezpečnosti chodců a cyklistů;proveditelný
217;300;Odbor dopravy;"Chystá se celková rekonstrukce ulice Údolní, podnět bude brán v potaz. 
";neproveditelný
218;300;Majetkový odbor;Majetek města;proveditelný
219;302;Majetkový odbor;Majetek města;proveditelný
220;302;Odbor implementace evropských fondů;"V části parku Lužánky byl realizován projekt, jehož udržitelnosti skončí v říjnu 2018 (Rekonstrukce parku Lužánky, V. etapa, 2. část). Aktivity projektu se musí vyhnout území, na kterém se realizovaly aktivity projektu.

";proveditelný s úpravami
221;302;Odbor životního prostředí;"Park Lužánky je od roku 1958 kulturní památkou a byl rekonstruován z dotace EU.  V parku Lužánky není možné budovat další hřiště – jsou tady 2 velké tenisové kurty, 1 volejbalové hřiště, dětské hřiště, pískoviště, dopravní hřiště, fit přístroje na cvičení, petangové hřiště. Park je koncipován jako odpočinkové místo umožňující některé sportovní aktivity, ale není prioritně sportovištěm.
";neproveditelný
222;302;Odbor strategického rozvoje a spolupráce;Projekt je v souladu se Strategií pro Brno, a to v prioritě: KVALITA ŽIVOTA, Podpora nabídky volnočasových aktivit, rekreace a sportu.;proveditelný
223;302;Odbor územního plánování a rozvoje;"V plochách parků jsou přípustné pozemní objekty, stavby a zařízení, které svým charakterem odpovídají způsobu využívání  ploch zeleně a mají doplňkovou funkci.
";proveditelný
224;311;Majetkový odbor;Majetek města;proveditelný
225;311;Odbor územního plánování a rozvoje;"Pozemky jsou součástí vodohospodářské plochy, kde nesmí být umisťovány stavby jiné, než pro vodohospodářské účely. Objekty zeleně připouští všechny funkční typy. Projekt by neměl narušit výhledovou realizaci a fungování suchého poldru. Je zde riziko dočasnosti výsadeb. Doručujeme posouzení vodoprávního úřadu.

";proveditelný s úpravami
226;311;Odbor strategického rozvoje a spolupráce;Projekt je v souladu se Strategií pro Brno, a to v prioritě: KVALITA ŽIVOTA, Podpora nabídky volnočasových aktivit, rekreace a sportu;proveditelný
227;311;Odbor vodního a lesního hospodářství a zemědělství;"Pozemky se nachází v prostoru zátopy plánované suché nádrže (poldru) na Medláneckém potoce. V prostoru zátopy není vyloučeno užívání pozemků např. pro rekreační nebo sportovní účely. Užívání pozemků v prostoru zátopy bude vycházet z konkrétního návrhu suché nádrže.

";proveditelný s úpravami
228;311;MČ Brno-Medlánky;EMPTY;proveditelný
229;312;Majetkový odbor;"Majetek města
";proveditelný
230;312;Odbor územního plánování a rozvoje;"Jedná se o plochu zemědělského půdního fondu, která slouží pro hospodaření se zemědělskou půdou. Dočasné využití těchto ploch se řídí zákonem č.334/1992/Sb. Konečné stanovisko náleží OVLHZ.
";proveditelný s úpravami
231;312;Odbor vodního a lesního hospodářství a zemědělství;EMPTY;proveditelný
232;312;Odbor strategického rozvoje a spolupráce;Projekt je v souladu se Strategií pro Brno, a to v prioritě: KVALITA ŽIVOTA, Podpora nabídky volnočasových aktivit, rekreace a sportu;proveditelný
233;312;MČ Brno-sever;"Městská část nesouhlasí s odůvodněním: “Navrhovatel vybral nevhodnou lokalitu při ulici Dusíkova a Seifertova, která je využívána jako zahrádky, kde občané tráví volný čas, a proto zahrádky není účelné rušit.“
";neproveditelný
234;313;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
235;314;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
236;316;Majetkový odbor;Pouze část pozemků je v majetku města.;neproveditelný
